序號,PCode,法規名稱,連結
234,D0070060,工程受益費徵收條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070060
235,D0070061,工程受益費徵收條例施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070061
236,D0070066,下水道用戶排水設備標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070066
237,D0070067,專用下水道建設費徵收辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070067
238,D0070069,公共工程專業技師簽證規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070069
239,D0070070,工程重機械編管及運用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070070
240,D0070071,下水道工程設施標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070071
241,D0070073,工程技術顧問公司管理條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070073
242,D0070075,工程技術顧問公司獎勵輔導辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070075
243,D0070076,工程技術顧問公司管理條例施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070076
244,D0070077,營建廢棄物共同清除處理機構管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070077
245,D0070079,工程施工查核小組組織準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070079
246,D0070080,工程施工查核小組作業辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070080
247,D0070087,住宅基金收支保管及運用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070087
248,D0070109,建築法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070109
249,D0070110,營造業法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070110
250,D0070111,營造業法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070111
251,D0070112,建築師法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070112
252,D0070113,建築基地法定空地分割辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070113
253,D0070114,建築技術規則總則編,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070114
254,D0070115,建築技術規則建築設計施工編,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070115
255,D0070116,建築技術規則建築構造編,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070116
256,D0070117,建築技術規則建築設備編,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070117
257,D0070118,公寓大廈管理條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070118
258,D0070119,公寓大廈管理條例施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070119
259,D0070121,營造業工地主任評定回訓及管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070121
260,D0070122,營繕工程承攬契約應記載事項實施辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070122
261,D0070123,實施區域計畫地區建築管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070123
262,D0070124,違章建築處理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070124
263,D0070125,建築師法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070125
264,D0070128,績優建築投資業評選及獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070128
265,D0070129,公寓大廈公共意外責任保險投保及火災保險費差額補償辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070129
266,D0070131,山坡地建築管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070131
267,D0070132,公寓大廈管理服務人管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070132
268,D0070135,建造執照預審辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070135
269,D0070139,離島地區營造業人員設置及管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070139
270,D0070140,招牌廣告及樹立廣告管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070140
271,D0070141,建築物使用類組及變更使用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070141
272,D0070142,建築物機械停車設備設置及檢查管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070142
273,D0070143,營建事業再生資源再生利用管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070143
274,D0070144,營造業評鑑辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070144
275,D0070145,營造業評鑑機關（構）公會團體認可辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070145
276,D0070146,建築物部分使用執照核發辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070146
277,D0070147,建築物昇降設備設置及檢查管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070147
278,D0070148,建築物室內裝修管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070148
279,D0070149,建築物公共安全檢查簽證及申報辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070149
280,D0070150,原有合法建築物公共安全改善辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070150
281,D0070151,建築物無障礙設備與設施改善基金收支保管及運用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070151
282,D0070153,金門馬祖建築法適用地區外建築物管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070153
283,D0070154,民間參與社會福利設施及營建相關公共建設強制接管營運辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070154
284,D0070156,市區道路及附屬工程設計標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070156
285,D0070159,優良營造業複評機關（構）資格條件認可辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070159
286,D0070160,優良營造業複評及獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070160
287,D0070161,營造業承攬工程造價限額工程規模範圍申報淨值及一定期間承攬總額認定辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070161
288,D0070168,建築師開業證書申請換發及研習證明文件認可辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070168
289,D0070169,下水道用戶排水設備承裝商管理規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070169
290,D0070170,營造業規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070170
291,D0070172,未產生經濟效益公共設施保留地及具公用地役關係既成道路認定標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070172
292,D0070173,建築師或技師受丙等綜合營造業委託執行綜理施工管理簽章報備登錄及收費辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070173
293,D0070175,風災震災火災爆炸火山災害受災地區民眾安置或重建簡化行政程序辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070175
294,D0070176,風災震災火災爆炸火山災害潛勢資料公開辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070176
295,D0070177,災害後危險建築物緊急評估辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070177
296,D0070178,下水道用戶排水設備承裝技術訓練證書費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070178
297,D0070179,在中華民國專屬經濟海域或大陸礁層建造使用改變拆除人工島嶼設施或結構許可審查收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070179
298,D0070180,風災震災火災爆炸火山災害受災地區交通搶通或公共設施重建簡化行政程序辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070180
299,D0070184,莫拉克颱風災區配合限期搬遷之遷居者或房屋拆遷戶補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070184
300,D0070185,工程技術顧問公司許可及登記收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070185
301,D0070189,中央都市更新基金收支保管及運用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070189
302,D0070191,低收入戶及中低收入戶住宅補貼辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070191
303,D0070192,工程價格資料庫作業辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070192
304,D0070195,住宅法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070195
305,D0070198,社會住宅經營管理者評鑑及獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070198
306,D0070199,政府接管民間興辦社會住宅辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070199
307,D0070200,民間興辦社會住宅申請審查辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070200
308,D0070201,住宅法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070201
309,D0070202,無障礙住宅設計基準及獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070202
310,D0070203,住宅相關資訊蒐集管理及獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070203
311,D0070205,自建自購住宅貸款利息及租金補貼辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070205
312,D0070206,修繕住宅貸款利息及簡易修繕住宅費用補貼辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070206
313,D0070207,住宅性能評估實施辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070207
314,D0070208,新建建築物節約能源設計標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070208
315,D0070211,行政院公共工程委員會工程技術鑑定規費收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070211
316,D0070227,內政部主管活動場所無障礙設施設備設計標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070227
317,D0070230,國土計畫法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070230
318,D0070231,環境敏感地區單一窗口查詢結果通知書收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070231
319,D0070237,公共下水道污水處理廠事業廢棄物再利用管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070237
320,D0070241,國土計畫法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070241
321,D0070242,工程技術顧問業個人資料檔案安全維護計畫及處理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070242
322,D0070244,金融機構承受災區受災戶自用住宅購屋貸款利息補貼辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070244
323,D0070248,國土永續發展基金收支保管及運用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070248
324,D0070249,都市危險及老舊建築物加速重建條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070249
325,D0070251,住宅補貼對象一定所得及財產標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070251
326,D0070252,租屋服務事業認定及獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070252
327,D0070253,內政部住宅審議會設置辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070253
328,D0070256,都市危險及老舊建築物加速重建條例施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070256
329,D0070257,中央主管機關補助結構安全性能評估費用辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070257
330,D0070258,都市危險及老舊建築物建築容積獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070258
331,D0070259,都市危險及老舊建築物結構安全性能評估辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070259
332,D0070260,內政部興辦社會住宅出租辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070260
333,D0070263,公共場所親子廁所盥洗室設置辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070263
334,D0070264,國土計畫適時檢討變更簡化辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070264
335,D0070265,性質重要且在一定規模以上部門計畫認定標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070265
336,D0070266,國家住宅及都市更新中心設置條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070266
337,D0070268,國家住宅及都市更新中心董事長董事監事遴聘辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070268
338,D0070269,國家住宅及都市更新中心董事監事利益迴避準則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070269
339,D0070270,國家住宅及都市更新中心績效評鑑辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070270
340,D0070271,國家住宅及都市更新中心公有不動產管理使用收益辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070271
341,D0070272,國家住宅及都市更新中心申請戶籍及土地登記資料辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070272
342,D0070274,考古遺址土地容積移轉辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070274
343,D0070276,國土利用現況調查辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070276
344,D0070277,土地利用監測辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070277
345,D0070279,國土復育促進地區劃定及復育計畫擬訂辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070279
346,D0070280,重大之公共設施或公用事業計畫認定標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070280
347,D0070281,都市更新公開評選申請及審核程序異議申訴處理規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070281
348,D0070282,都市更新事業實施者公開評選辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070282
349,D0070283,公開評選都市更新事業實施者評選會組織辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070283
350,D0070284,各級都市更新公開評選申訴審議會組織辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070284
351,D0070285,都市更新公開評選申訴審議收費辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070285
352,D0070286,礦業申請及年度施工計畫相關書圖文件專業技師簽證規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070286
353,D0070287,內政部輔導及獎勵主管事業機構成立關係企業僱用身心障礙者辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070287
354,D0070288,國土計畫使用許可公開展覽與公聽會及陳述意見處理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070288
355,D0070289,國土計畫使用許可審查費收費辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070289
356,D0070292,實施國土計畫管制所受損失補償辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070292
357,D0070293,專業技師辦理建築物結構與設備專業工程簽證許可收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070293
358,D0070294,建築師證書及開業證書收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070294
359,D0070296,填海造地施工管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070296
360,D0070297,建築物公共安全檢查專業機構標準檢查員及專業人員認可證收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070297
361,D0070298,都市更新耐震能力不足建築物而有明顯危害公共安全認定辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070298
362,D0070299,內政部指定營建類非公務機關個人資料檔案安全維護管理辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070299
363,D0070300,國土功能分區圖及使用地繪製作業辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070300
364,D0070301,內政部對中產以下自用住宅貸款戶支持辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070301
365,D0070302,行人交通安全設施條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070302
366,D0070307,行人交通安全設施條例施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070307
367,D0070308,國土計畫土地違規使用檢舉獎勵辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070308
368,D0070309,國土永續發展基金罰鍰提撥辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070309
369,D0070310,國土計畫使用許可審議規則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070310
370,D0070311,國土保育費及影響費收取辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070311
371,D0070312,一定規模以上或性質特殊土地申請使用許可認定標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070312
372,D0070313,國土計畫使用許可申請辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070313
373,D0070314,國土計畫使用許可核發後應循事項辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070314
374,D0070315,建築物室內裝修業及專業技術人員登記證收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070315
375,D0070316,建築物昇降設備專業廠商專業技術人員登記證及檢查員證收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070316
376,D0070317,建築物機械停車設備專業廠商專業技術人員登記證及檢查員證收費標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070317
377,D0070319,建築物設置太陽光電發電設備標準,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070319
378,D0070320,因應國際情勢強化老舊建築物修繕補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070320
379,D0070321,行政院公共工程委員會推動學術機構參與花蓮馬太鞍溪堰塞湖災後復原重建工作研究發展補助辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070321
380,D0120001,消防法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120001
381,D0120002,消防法施行細則,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120002
382,D0120003,消防專業獎章頒給辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120003
383,D0120004,緊急救護辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120004
384,D0120005,爆竹煙火管理條例,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120005
